superkingdom	kingdom	phylum	ERR3697776_MERGED_FASTQ	ERR3697775_MERGED_FASTQ	ERR3697769_MERGED_FASTQ	ERR3697764_MERGED_FASTQ	ERR3697760_MERGED_FASTQ	ERR3697758_MERGED_FASTQ	ERR3697757_MERGED_FASTQ	ERR3697756_MERGED_FASTQ	ERR3697755_MERGED_FASTQ	ERR3697754_MERGED_FASTQ	ERR3697753_MERGED_FASTQ	ERR3697752_MERGED_FASTQ	ERR3697748_MERGED_FASTQ	ERR3697746_MERGED_FASTQ	ERR3697743_MERGED_FASTQ	ERR3697742_MERGED_FASTQ	ERR3697738_MERGED_FASTQ	ERR3697737_MERGED_FASTQ	ERR3697736_MERGED_FASTQ	ERR3697733_MERGED_FASTQ	ERR3697732_MERGED_FASTQ	ERR3697728_MERGED_FASTQ	ERR3697727_MERGED_FASTQ	ERR3697720_MERGED_FASTQ	ERR3697718_MERGED_FASTQ	ERR3697713_MERGED_FASTQ	ERR3697712_MERGED_FASTQ	ERR3697698_MERGED_FASTQ	ERR3697694_MERGED_FASTQ	ERR3697692_MERGED_FASTQ	ERR3697792_MERGED_FASTQ	ERR3697790_MERGED_FASTQ	ERR3697782_MERGED_FASTQ	ERR3697789_MERGED_FASTQ	ERR3697780_MERGED_FASTQ	ERR3697779_MERGED_FASTQ	ERR3697778_MERGED_FASTQ	ERR3697772_MERGED_FASTQ	ERR3697771_MERGED_FASTQ	ERR3697770_MERGED_FASTQ	ERR3697768_MERGED_FASTQ	ERR3697767_MERGED_FASTQ	ERR3697766_MERGED_FASTQ	ERR3697765_MERGED_FASTQ	ERR3697763_MERGED_FASTQ	ERR3697762_MERGED_FASTQ	ERR3697761_MERGED_FASTQ	ERR3697759_MERGED_FASTQ	ERR3697751_MERGED_FASTQ	ERR3697750_MERGED_FASTQ	ERR3697747_MERGED_FASTQ	ERR3697745_MERGED_FASTQ	ERR3697744_MERGED_FASTQ	ERR3697741_MERGED_FASTQ	ERR3697740_MERGED_FASTQ	ERR3697739_MERGED_FASTQ	ERR3697735_MERGED_FASTQ	ERR3697734_MERGED_FASTQ	ERR3697731_MERGED_FASTQ	ERR3697730_MERGED_FASTQ	ERR3697729_MERGED_FASTQ	ERR3697726_MERGED_FASTQ	ERR3697725_MERGED_FASTQ	ERR3697724_MERGED_FASTQ	ERR3697723_MERGED_FASTQ	ERR3697722_MERGED_FASTQ	ERR3697721_MERGED_FASTQ	ERR3697719_MERGED_FASTQ	ERR3697717_MERGED_FASTQ	ERR3697716_MERGED_FASTQ	ERR3697715_MERGED_FASTQ	ERR3697714_MERGED_FASTQ	ERR3697711_MERGED_FASTQ	ERR3697710_MERGED_FASTQ	ERR3697709_MERGED_FASTQ	ERR3697708_MERGED_FASTQ	ERR3697707_MERGED_FASTQ	ERR3697706_MERGED_FASTQ	ERR3697705_MERGED_FASTQ	ERR3697704_MERGED_FASTQ	ERR3697703_MERGED_FASTQ	ERR3697702_MERGED_FASTQ	ERR3697696_MERGED_FASTQ	ERR3697695_MERGED_FASTQ	ERR3697693_MERGED_FASTQ	ERR3697690_MERGED_FASTQ	ERR3697688_MERGED_FASTQ	ERR3697686_MERGED_FASTQ	ERR3697678_MERGED_FASTQ	ERR3697677_MERGED_FASTQ	ERR3697675_MERGED_FASTQ	ERR3697666_MERGED_FASTQ	ERR3697663_MERGED_FASTQ	ERR3697658_MERGED_FASTQ	ERR3697701_MERGED_FASTQ	ERR3697700_MERGED_FASTQ	ERR3697699_MERGED_FASTQ	ERR3697697_MERGED_FASTQ	ERR3697691_MERGED_FASTQ	ERR3697689_MERGED_FASTQ	ERR3697687_MERGED_FASTQ	ERR3697685_MERGED_FASTQ	ERR3697684_MERGED_FASTQ	ERR3697683_MERGED_FASTQ	ERR3697682_MERGED_FASTQ	ERR3697681_MERGED_FASTQ	ERR3697680_MERGED_FASTQ	ERR3697679_MERGED_FASTQ	ERR3697676_MERGED_FASTQ	ERR3697674_MERGED_FASTQ	ERR3697673_MERGED_FASTQ	ERR3697672_MERGED_FASTQ	ERR3697671_MERGED_FASTQ	ERR3697670_MERGED_FASTQ	ERR3697669_MERGED_FASTQ	ERR3697668_MERGED_FASTQ	ERR3697667_MERGED_FASTQ	ERR3697665_MERGED_FASTQ	ERR3697664_MERGED_FASTQ	ERR3697662_MERGED_FASTQ	ERR3697661_MERGED_FASTQ	ERR3697660_MERGED_FASTQ	ERR3697659_MERGED_FASTQ	ERR3697657_MERGED_FASTQ	ERR3697656_MERGED_FASTQ	ERR3697655_MERGED_FASTQ	ERR3697654_MERGED_FASTQ	ERR3697653_MERGED_FASTQ	ERR3697652_MERGED_FASTQ	ERR3697777_MERGED_FASTQ	ERR3697781_MERGED_FASTQ	ERR3697783_MERGED_FASTQ	ERR3697784_MERGED_FASTQ	ERR3697785_MERGED_FASTQ	ERR3697786_MERGED_FASTQ	ERR3697787_MERGED_FASTQ	ERR3697788_MERGED_FASTQ	ERR3697791_MERGED_FASTQ	ERR3697774_MERGED_FASTQ	ERR3697773_MERGED_FASTQ
Bacteria	Unassigned	Candidatus_Zambryskibacteria	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	1	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Bacteria	Unassigned	Chlamydiae	736	294	352	134	298	319	77	275	403	262	242	467	1219	157	45	106	953	1733	1081	447	2255	617	396	286	935	670	476	392	621	256	247	1219	207	74	24	47	37	662	164	149	333	312	500	132	92	8	117	351	2829	5471	71	1200	290	579	157	1159	732	1463	320	77	281	595	737	566	413	717	166	138	1244	5662	453	989	100	53	3066	2511	1360	741	427	470	2135	1995	468	742	1496	119	593	1408	729	311	658	507	138	443	3001	925	544	167	983	8	2780	354	254	249	285	392	218	476	286	298	900	460	576	825	188	888	171	18	32	550	572	88	46	263	251	677	307	249	326	387	69	85	95	276	211	442	458	1572	199	269
Bacteria	Unassigned	Chlorobi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Unassigned	Chloroflexi	56497	44626	57355	41344	61457	48298	47864	54703	59221	55750	41927	29256	36436	46060	35430	45486	41249	33462	34735	39166	34476	50677	48243	35268	30185	23817	30015	45740	62234	24968	20258	61642	59186	41639	678	6174	31832	40650	38879	29018	57146	47157	34208	46300	43250	254	51586	58627	58685	54403	13458	60008	54592	36072	37176	38360	33421	22509	35487	38671	31768	46283	34691	37901	35102	29262	50231	10214	49080	35553	29412	13630	32314	35181	25160	24368	32136	25089	33429	23153	30465	35077	32841	47262	20451	24394	22525	29848	35268	28320	24005	26409	29500	28231	31089	33929	47780	26077	30067	159	12189	46837	45135	21122	27684	31615	23684	34758	32622	16984	21123	28518	31067	23371	38810	30403	37608	17764	27838	24867	40114	27880	21859	26914	31322	6409	34401	28340	30242	52194	11757	53477	50095	47735	59396	43925	60603	55370	49259	41464
Bacteria	Unassigned	Cyanobacteria	2209	511	594	1240	517	3510	170	436	201	512	853	1018	216	916	2380	428	230	238	221	396	664	73	76	178	196	921	929	342	244	543	888	329	809	162	183	291	492	517	175	105	1716	1220	706	1122	332	4	232	1512	115	272	182	78	116	291	753	138	284	348	1992	1414	124	148	208	194	320	350	787	73	160	68	439	190	159	69	74	99	226	209	350	90	564	518	300	40	950	216	283	1055	104	123	473	319	2957	711	276	247	249	513	422	7	163	1325	188	196	266	534	439	102	266	136	350	164	218	176	74	292	127	338	2227	807	124	758	206	4352	4345	175	303	688	499	3158	1044	1385	759	864	125	167	74	376	262	346
Bacteria	Unassigned	Deinococcus-Thermus	795	77	287	651	726	1471	239	207	286	554	1701	4063	1620	233	379	153	76	25	33	32	20	336	343	542	225	2530	2877	330	1581	128	967	56	251	88	422	1084	921	253	188	59	574	1316	959	509	248	6	301	711	911	4086	118	87	61	462	842	196	50	18	594	322	254	409	84	138	111	97	217	106	59	1604	319	178	682	492	696	961	27	17	180	27	17	53	129	217	31	186	133	1343	134	40	62	187	148	383	25	44	384	961	511	6	101	418	132	312	128	255	429	58	78	44	100	38	9	19	56	33	140	2643	325	290	78	131	129	1110	440	54	188	1397	549	209	3320	190	80	90	44	57	13	38	121	193
Bacteria	Unassigned	Elusimicrobia	304	193	84	106	531	322	42	256	346	211	273	186	136	280	197	61	154	427	449	402	613	49	159	99	161	68	54	222	134	149	87	878	286	103	0	11	198	367	172	22	165	203	171	178	126	1	244	348	180	105	37	226	457	72	113	75	441	452	215	218	24	130	360	252	353	331	124	55	193	411	179	68	94	130	152	34	280	230	260	304	291	277	215	135	313	74	217	135	216	116	475	141	351	101	479	343	179	137	276	0	27	213	292	213	182	375	84	265	278	84	300	206	232	120	109	230	73	42	72	338	256	63	70	168	186	70	40	30	324	230	6	145	79	508	573	750	399	375	318	210
Bacteria	Unassigned	Fibrobacteres	240	52	32	107	110	117	19	58	58	68	127	151	47	197	53	28	90	266	265	167	274	26	26	42	54	141	225	71	50	110	61	38	95	79	1	6	21	152	75	56	76	259	69	106	48	1	21	88	121	62	25	90	81	34	13	62	204	371	258	102	40	53	43	48	35	60	77	17	38	40	152	96	27	7	34	39	221	156	137	114	253	288	195	55	223	23	14	42	21	44	291	117	97	91	98	76	87	19	118	1	46	41	64	54	95	33	35	20	121	134	166	155	108	65	12	128	65	2	324	190	56	42	44	111	92	87	42	13	70	42	13	54	49	53	40	148	18	54	38	88
Bacteria	Unassigned	Firmicutes	8418	8114	9733	4662	1717	5491	2427	1386	13708	7413	6333	5382	2029	1658	1554	1586	1520	35260	18101	1346	5548	4810	1541	1140	6841	22787	25473	1802	11412	1291	11448	5748	2024	2066	2203	963	2901	11197	83955	106095	8294	16301	13430	7707	7617	264	1094	7791	17121	15936	1283	1694	825	2192	2108	5416	1792	2276	6994	1272	2783	11143	3937	3195	922	2169	1617	1719	1917	20154	14523	37533	3552	819	57183	6512	9991	7042	2681	12903	9375	16262	5659	9334	7092	15734	11605	21575	5891	8704	6658	32071	9939	9436	40719	1627	5875	2033	10184	211	3725	911	3109	40806	7178	6082	37819	1435	1247	66773	9396	3716	1113	5181	6647	7744	12042	835	988	3325	3062	3523	864	1365	1331	1412	20342	6379	2041	7625	19657	1579	16542	1348	6902	4818	627	85000	3681	3374
Bacteria	Unassigned	Fusobacteria	2	0	9	2	5	15	2	4	10	10	4	8	2	18	0	3	3	0	5	2	5	3	2	1	24	5	3	9	3	1	14	1	4	0	5	3	20	6	2	1	14	14	8	2	1	0	6	9	17	18	7	21	4	9	9	6	1	2	17	5	3	3	0	0	0	0	3	8	1	22	8	12	8	4	12	19	3	1	1	3	6	2	3	7	2	7	0	15	19	0	0	3	1	4	3	0	6	9	3	0	15	5	3	2	2	3	8	4	6	1	1	2	1	1	1	3	12	0	4	5	0	0	0	6	5	8	12	6	0	1	12	1	1	3	0	2	0	2	1	7
Bacteria	Unassigned	Gemmatimonadetes	11382	9562	13605	8446	11628	10550	9360	18857	14464	11057	9528	7510	7689	17312	10997	7303	8251	6024	5726	5346	5711	9904	10974	8164	6257	12016	7576	7934	9248	5580	7272	19338	17089	8314	789	1840	8370	9304	6115	10715	14408	17804	12996	10863	10023	55	11394	12224	9792	10275	1997	6964	12603	6814	9809	4431	7701	5623	11874	10702	6358	9598	8919	8974	6286	6629	11748	2281	6145	7825	5750	4565	13179	10600	6412	7049	5966	5166	5753	6407	1296	1860	7291	6500	4597	7767	8284	14032	8410	5361	5360	6942	9655	5101	3444	3966	10920	6409	5036	50	1478	10440	8451	6357	5459	8576	6568	10419	4424	3620	6891	9682	6462	3731	9542	6978	9984	5212	10823	6324	8271	9200	3886	8287	10149	763	7043	7291	6279	8865	8848	15835	30615	14873	15291	13809	12521	16238	9243	6697
Bacteria	Unassigned	Ignavibacteriae	388	155	143	152	182	278	69	198	141	146	209	112	112	203	245	146	141	210	234	311	456	56	79	321	122	150	107	179	299	214	226	193	371	127	5	59	94	178	189	188	268	303	202	234	282	2	247	289	116	83	13	22	118	154	220	110	199	145	181	315	60	93	224	227	188	234	261	55	94	90	250	294	78	97	100	72	231	196	166	102	1294	1204	218	77	256	328	434	371	57	118	447	163	493	91	451	146	200	154	235	2	66	286	226	323	239	345	249	116	175	97	317	168	161	42	164	157	124	13	126	692	96	351	104	257	194	52	189	289	270	260	110	159	247	463	306	282	238	150	250	81
Bacteria	Unassigned	Kiritimatiellaeota	0	3	0	2	1	33	0	0	3	0	0	0	0	2	0	0	0	11	11	12	35	1	3	0	1	0	0	0	0	3	0	22	0	0	0	0	2	0	5	59	0	0	1	5	1	1	0	43	0	0	0	4	6	0	0	0	4	7	0	1	1	2	4	0	1	6	0	0	0	0	0	0	0	0	3	1	5	5	2	1	581	575	1	0	20	0	16	4	0	1	41	0	13	3	80	9	7	0	9	0	0	1	0	4	2	2	0	0	8	1	3	2	4	2	1	5	0	0	0	28	6	0	1	0	0	1	0	0	1	2	0	0	0	5	17	18	19	2	2	0
Bacteria	Unassigned	Lentisphaerae	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	31	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
Bacteria	Unassigned	Nitrospinae	0	0	1	6	0	8	0	0	0	0	0	0	0	3	0	0	0	14	4	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	1	0	6	0	0	0	1	0	0	0	0	1	3	0	0	0	1	0	0	2	1	1	0	0	0	0	0	1	0	1	1	10	19	248	7	310	1842	5	0	0	0	0	0	0	0	0	0	0	0	29	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	2	0	0	0	2	2	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	2	0
Bacteria	Unassigned	Nitrospirae	1131	1311	1264	980	220	1270	77	349	54	31	832	616	637	614	324	159	22	714	501	114	121	735	668	284	716	120	111	138	874	575	645	955	657	818	1	52	707	173	183	49	1100	1019	935	1168	268	6	279	1960	793	437	181	434	629	368	398	31	102	54	183	187	454	762	604	372	182	363	600	170	503	941	711	274	36	24	1531	415	1092	606	2611	1381	1142	3470	422	780	119	422	848	1180	226	268	84	236	531	513	175	253	118	253	494	5	187	275	218	670	509	565	684	149	145	236	78	35	64	16	295	343	346	205	179	667	240	303	289	108	303	40	467	178	479	1109	117	678	250	513	922	792	485	908	892	161
Bacteria	Unassigned	Planctomycetes	16105	17378	12202	8281	24316	12747	12156	22058	24499	29673	8039	5545	9934	14223	21876	21812	14368	16139	14463	14756	18270	19380	19309	13232	9657	2755	3793	14695	6616	6831	5008	19180	29835	9678	133	808	4992	19497	13697	18165	16052	12995	10016	10965	12363	79	15719	17012	12097	7509	4006	26547	22691	8827	9886	16576	22535	16610	19889	15145	10815	20625	11361	15619	12735	12512	13577	2539	11726	9431	5933	4927	14866	12028	11486	14924	16101	13114	11017	13562	8206	7890	17432	9631	9338	19463	14479	11016	17632	12254	18647	15270	15793	14951	9672	13743	21612	7597	19154	57	4118	11318	15643	11430	13526	10144	12163	13329	17894	10031	19265	22842	16907	17478	16337	17783	22776	3640	5714	14428	17071	9154	3217	16939	16375	2189	10098	9424	18230	19328	2262	25595	22295	21994	17938	14536	18687	15317	14906	19479
Bacteria	Unassigned	Proteobacteria	96607	59616	87879	79944	96970	104826	50440	71881	85446	88936	81143	88753	99711	86622	56095	47167	67285	73423	74773	64659	81251	70533	67313	68862	83849	74925	77820	68138	68180	72582	100639	68426	75088	33542	11470	24974	39511	84887	63164	33711	90456	98258	69910	89732	89183	583	78045	107803	103285	95584	28366	83283	75199	66162	69223	65802	67329	82065	81762	66296	50271	72431	65484	69604	81628	90807	58486	29497	67544	95330	72198	73334	68701	61553	82763	110544	84384	68811	81866	59127	110478	95947	58378	54463	104099	70723	68638	100183	67300	59713	85404	65060	68152	77933	82428	80859	74383	51480	86341	507	46630	56546	59141	50537	49054	68273	71399	59270	73191	42653	75807	63459	62904	68473	45579	63790	53629	33466	72942	106610	62962	59786	28245	87132	70338	29338	47917	93159	77040	83824	96238	63981	72571	80752	75493	85154	65921	73425	63853	77554
Bacteria	Unassigned	Rhodothermaeota	2	0	59	0	2	3	1	0	0	7	20	24	70	0	0	0	1	0	0	0	0	0	0	0	0	222	703	7	3	4	31	2	0	0	95	15	0	1	1	1	138	1	2	6	1	1	9	0	197	493	1	0	1	4	3	9	1	2	2	0	0	0	0	0	1	3	0	0	22	204	44	5	0	1	18	30	0	2	5	0	0	0	0	0	2	1	2	543	0	1	4	14	8	1	0	4	0	66	0	0	28	5	2	1	0	3	0	1	7	1	6	2	0	0	0	0	5	0	0	19	0	0	0	4	1	3	1	3	15	6	56	1	1	0	2	1	0	0	1	1
Bacteria	Unassigned	Spirochaetes	9	2	0	0	9	5	2	3	23	4	1	0	29	18	0	1	11	47	81	49	52	12	10	6	2	15	5	11	27	0	2	3	2	0	0	0	0	35	7	32	8	0	2	3	3	2	4	1	37	6	5	11	2	24	12	17	13	6	2	1	6	1	6	3	7	27	7	1	3	23	20	14	4	6	25	38	10	7	9	1	920	478	1	0	90	12	0	3	7	0	14	11	0	16	365	6	3	3	14	1	27	5	0	1	2	8	1	7	7	1	15	9	1	2	5	3	1	0	0	11	4	0	2	5	6	5	0	0	3	1	1	1	3	2	3	7	28	36	0	15
Bacteria	Unassigned	Synergistetes	8	3	11	10	11	30	5	1	7	7	6	8	3	7	5	1	16	9	11	6	5	8	2	7	6	5	7	4	3	21	6	4	10	1	1	3	1	15	9	10	10	9	4	17	21	0	11	44	3	3	3	16	4	10	20	13	4	7	7	8	8	13	5	5	6	7	5	1	3	1	10	3	3	8	0	0	8	5	9	1	16	8	6	8	9	5	4	2	10	5	9	16	6	29	5	4	6	33	16	0	4	8	5	0	1	5	9	5	10	1	7	11	7	6	5	11	9	11	19	18	6	17	16	13	10	4	1	29	31	11	15	7	12	7	1	5	6	12	8	13
Bacteria	Unassigned	Tenericutes	0	0	0	1	1	3	0	0	0	1	1	1	0	11	0	1	3	7	8	2	0	1	2	1	54	0	0	0	0	1	0	0	3	0	0	1	0	6	1	14	0	1	2	4	1	0	0	0	0	2	1	19	3	2	0	4	3	5	1	0	0	1	4	2	9	0	0	0	0	0	0	1	0	0	1	2	0	0	0	1	23	108	0	0	6	0	0	0	0	1	3	5	1	0	3	67	0	0	0	0	0	4	1	0	0	2	1	1	4	0	1	2	3	2	0	1	2	3	0	2	1	1	1	2	0	2	0	0	3	0	5	4	1	4	0	0	0	2	0	25
Bacteria	Unassigned	Thermodesulfobacteria	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Unassigned	Unassigned	4420	2817	2366	1274	5636	2876	1842	2696	4135	5065	2427	2226	2089	2062	3069	2137	3493	2668	2922	2895	3697	2286	2351	3900	1845	1603	2000	2979	4512	1515	1134	3231	4369	1519	100	512	1183	3986	2222	2322	4297	2765	1538	1597	3206	20	4478	3980	4543	3070	372	3022	3912	2506	4282	3342	3957	1906	3940	3620	1205	2369	2366	2557	2606	2962	2228	2619	2399	3100	2281	1660	2534	2147	3987	4849	4362	3914	2386	3570	4072	4459	3510	1691	2105	3398	2223	2618	2291	1977	3474	1915	4358	2300	5137	1893	4033	2600	4056	17	1845	2533	2334	2420	2959	3041	2385	2080	3083	1739	2754	3196	3411	1981	2205	3382	2261	847	1927	3289	2534	2286	1692	2554	3008	563	1004	1927	3839	2566	858	3144	3945	4639	3082	3639	2974	4139	2941	2828
Bacteria	Unassigned	Verrucomicrobia	753	604	395	298	1210	689	258	414	616	467	211	236	277	965	709	289	1852	1728	1325	1464	1940	1079	1244	1183	738	296	386	757	507	479	404	3339	1256	941	16	77	139	1386	654	318	612	421	276	511	877	48	669	603	551	453	304	1640	1932	488	563	1458	2759	2506	801	1103	956	933	638	873	1533	927	872	145	748	388	525	464	401	919	312	313	844	788	509	813	840	861	627	407	1218	713	805	472	357	761	1499	542	971	603	1271	1228	688	282	900	4	415	513	627	470	784	598	587	568	1883	664	1164	1321	1726	1563	774	1137	931	94	322	1652	1323	800	205	1077	637	214	258	820	905	966	197	524	1379	4144	1534	1721	1697	2750	877	1927
Bacteria	Unassigned	candidate_division_CPR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	319	11	0	0	3	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Unassigned	candidate_division_CPR2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Unassigned	candidate_division_NC10	1	0	0	8	1	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	4	19	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	5	85	1	70	250	0	0	0	3	1	1	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	5	0	3	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Unassigned	candidate_division_WWE3	6	2	0	4	3	2	2	1	4	0	2	2	0	13	0	0	0	1	39	8	18	0	0	1	0	5	3	0	26	0	0	13	0	0	0	0	0	0	12	0	4	2	1	2	5	0	0	7	0	0	1	0	1	0	0	0	5	5	0	1	0	0	7	4	5	3	0	0	0	8	2	2	0	1	7	1	6	1	1	5	79	91	3	0	4	2	6	0	4	0	7	4	2	1	1	5	4	1	0	0	0	1	0	7	3	2	2	0	0	1	2	8	1	1	2	2	1	0	0	5	1	1	0	0	0	3	0	1	0	0	0	0	0	0	0	1	0	0	6	0
Bacteria	Unassigned	candidate_division_Zixibacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota	Metazoa	Chordata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota	Viridiplantae	Streptophyta	11	0	25	0	8	7	18	15	0	3	0	0	2	2	36	261	1325	0	2	62	46	0	0	0	9	1	11	698	0	0	1	1	19	4	0	1	1	31	2	3	6	1	2	0	0	0	0	6	0	12	2	1	20	5	24	665	73	8	21	224	0	0	4	3	0	0	5	0	1	0	7	0	0	16	3	4	1	10	1	4	1	23	1	0	2	2	0	1	3	10	1	22	36	1	9	45	2	0	1	0	2	1	13	0	0	1	0	1	5	0	5	33	131	16	10	28	1	0	8	1	51	24	0	16	9	2	2	0	23	21	0	0	4	97	0	0	1	0	0	111
Eukaryota	Viridiplantae	Unassigned	18	0	2	0	4	2	1	8	1	6	0	0	0	1	49	14	4	1	0	89	61	0	1	0	0	0	0	14	0	0	0	0	1	1	0	0	0	0	0	9	3	0	0	0	0	0	0	7	0	0	0	0	0	0	0	6	0	0	13	19	0	0	0	1	1	0	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	1	1	69	2	0	0	1	0	0	0	0	7	3	0	1	0	0	1	2	0	0	0	6	2	1	32	4	0	19	1	953	74	1	23	13	0	1	1	0	31	0	2	10	1	2	0	0	0	0	4
