superkingdom	kingdom	phylum	ERZ2438864_FASTA	ERZ2439941_FASTA	ERZ2439921_FASTA	ERZ2439850_FASTA	ERZ2439685_FASTA	ERZ2439614_FASTA	ERZ2439520_FASTA	ERZ2439445_FASTA	ERZ2439162_FASTA	ERZ2439085_FASTA	ERZ2439021_FASTA	ERZ2438959_FASTA	ERZ2438832_FASTA	ERZ2438817_FASTA	ERZ2438759_FASTA	ERZ2438717_FASTA	ERZ2438635_FASTA	ERZ2438634_FASTA	ERZ2438728_FASTA	ERZ2438265_FASTA	ERZ2439687_FASTA	ERZ2439444_FASTA	ERZ2438999_FASTA	ERZ2438795_FASTA	ERZ2438688_FASTA	ERZ2438675_FASTA	ERZ2438351_FASTA	ERZ2438179_FASTA	ERZ2438567_FASTA	ERZ2438528_FASTA	ERZ2438526_FASTA	ERZ2438470_FASTA	ERZ2438431_FASTA	ERZ2438352_FASTA	ERZ2439833_FASTA	ERZ2438394_FASTA	ERZ2438316_FASTA	ERZ2438274_FASTA	ERZ2438226_FASTA	ERZ2438315_FASTA	ERZ2438211_FASTA	ERZ2438101_FASTA	ERZ2437995_FASTA	ERZ2438138_FASTA	ERZ2438085_FASTA	ERZ2438040_FASTA	ERZ2438038_FASTA	ERZ2437909_FASTA	ERZ2437751_FASTA	ERZ2437682_FASTA	ERZ2438390_FASTA	ERZ2437994_FASTA	ERZ2437940_FASTA	ERZ2437839_FASTA	ERZ2437464_FASTA	ERZ2439383_FASTA	ERZ2439328_FASTA	ERZ2439304_FASTA	ERZ2439179_FASTA	ERZ2437615_FASTA	ERZ2437551_FASTA	ERZ2439743_FASTA	ERZ2439254_FASTA	ERZ2437944_FASTA	ERZ2437780_FASTA	ERZ2437723_FASTA	ERZ2437646_FASTA	ERZ2437540_FASTA	ERZ2437499_FASTA	ERZ2438929_FASTA	ERZ2438579_FASTA	ERZ2438473_FASTA	ERZ2439780_FASTA	ERZ2439613_FASTA	ERZ2439511_FASTA	ERZ2439387_FASTA	ERZ2439084_FASTA	ERZ2438880_FASTA	ERZ2437588_FASTA	ERZ2437700_FASTA	ERZ12300801_FASTA	ERZ12300705_FASTA	ERZ12301010_FASTA	ERZ12300709_FASTA	ERZ12300701_FASTA	ERZ12300648_FASTA	ERZ12300561_FASTA	ERZ12300984_FASTA	ERZ12300886_FASTA	ERZ12300862_FASTA	ERZ12301069_FASTA	ERZ12300893_FASTA	ERZ12300674_FASTA	ERZ12300646_FASTA	ERZ12300644_FASTA	ERZ12300638_FASTA	ERZ12300624_FASTA	ERZ12300606_FASTA	ERZ12300591_FASTA	ERZ12300587_FASTA	ERZ12300579_FASTA	ERZ12300550_FASTA	ERZ12300542_FASTA	ERZ12301110_FASTA	ERZ12301029_FASTA	ERZ12300917_FASTA	ERZ12300824_FASTA	ERZ12300775_FASTA	ERZ12300751_FASTA	ERZ12300722_FASTA	ERZ12300713_FASTA	ERZ12300696_FASTA	ERZ12300690_FASTA	ERZ12300663_FASTA	ERZ12300661_FASTA	ERZ12300651_FASTA	ERZ12300533_FASTA	ERZ12300519_FASTA	ERZ12300479_FASTA	ERZ12300451_FASTA	ERZ12300306_FASTA	ERZ12300683_FASTA	ERZ12300669_FASTA	ERZ12300660_FASTA	ERZ12300655_FASTA	ERZ12300484_FASTA	ERZ12300482_FASTA	ERZ12300643_FASTA	ERZ12300631_FASTA	ERZ12300622_FASTA	ERZ12300612_FASTA	ERZ12300609_FASTA	ERZ12300593_FASTA	ERZ12300590_FASTA	ERZ12300589_FASTA	ERZ12300588_FASTA	ERZ12300582_FASTA	ERZ12300580_FASTA	ERZ12300578_FASTA	ERZ12300560_FASTA	ERZ12300556_FASTA	ERZ12300524_FASTA	ERZ12300472_FASTA	ERZ12300464_FASTA	ERZ12300444_FASTA	ERZ12300423_FASTA	ERZ12300418_FASTA	ERZ12300415_FASTA	ERZ12300400_FASTA	ERZ12300385_FASTA	ERZ12300377_FASTA	ERZ12300366_FASTA	ERZ12300349_FASTA	ERZ12300553_FASTA	ERZ12300541_FASTA	ERZ12300518_FASTA	ERZ12300516_FASTA	ERZ12300512_FASTA	ERZ12300511_FASTA	ERZ12300502_FASTA	ERZ12300495_FASTA	ERZ12300277_FASTA	ERZ12300452_FASTA	ERZ12300446_FASTA	ERZ12300420_FASTA	ERZ12300419_FASTA	ERZ12300393_FASTA	ERZ12300389_FASTA	ERZ12300378_FASTA	ERZ12300373_FASTA	ERZ12300367_FASTA	ERZ12300352_FASTA	ERZ12300350_FASTA	ERZ12300341_FASTA	ERZ12300340_FASTA	ERZ12300329_FASTA	ERZ12300320_FASTA	ERZ12300311_FASTA	ERZ12300310_FASTA	ERZ12300302_FASTA	ERZ16303195_FASTA	ERZ16293714_FASTA	ERZ16307025_FASTA	ERZ16303046_FASTA	ERZ12300700_FASTA	ERZ12300680_FASTA	ERZ12300621_FASTA	ERZ12300358_FASTA	ERZ12300892_FASTA	ERZ12300698_FASTA	ERZ12300671_FASTA	ERZ12300657_FASTA	ERZ12300616_FASTA	ERZ12300528_FASTA	ERZ12300467_FASTA	ERZ12300428_FASTA	ERZ12300387_FASTA	ERZ12300269_FASTA	ERZ12300422_FASTA	ERZ12300332_FASTA	ERZ12300304_FASTA
Bacteria	Unassigned	Chloroflexi	0	3	2	7	3	3	7	2	0	0	1	0	1	9	6	1	2	3	3	2	2	4	0	1	3	0	2	3	1	2	2	1	0	4	3	2	7	0	1	0	0	1	7	0	0	31	0	20	2	1	1	0	1	18	0	11	9	0	0	3	2	1	0	26	0	2	0	2	2	22	3	2	2	3	0	13	0	14	2	9	1	20	1	3	1	21	2	2	5	2	0	1	0	0	0	1	2	1	0	1	2	2	1	0	9	2	1	18	2	5	18	11	13	4	11	0	0	2	8	1	3	5	0	0	12	2	0	2	3	0	2	2	0	2	2	9	17	2	0	2	0	4	14	3	1	4	10	4	1	4	0	0	2	2	3	30	6	2	8	16	4	3	0	5	2	1	7	1	6	2	1	3	3	3	3	3	3	6	4	2	3	4	3	7	0	0	8	0	2	0	1	3	5	8	3	4	3	3	2	3	1
Bacteria	Unassigned	Cyanobacteria	3	1	3	0	2	2	2	3	4	6	3	3	1	2	1	2	2	2	2	3	3	1	1	1	4	2	6	2	2	1	2	3	3	2	4	2	0	3	5	3	5	3	0	4	2	1	2	1	1	5	3	1	1	0	5	0	0	2	4	0	2	2	5	0	3	2	2	4	2	0	3	4	1	2	1	2	2	0	4	0	2	3	5	1	4	1	1	3	3	1	4	5	3	3	1	2	3	2	2	4	1	1	5	4	0	5	4	0	2	2	0	0	1	0	0	5	2	2	1	1	2	2	2	6	2	2	6	0	3	1	4	0	2	2	2	0	0	1	5	1	2	2	6	2	2	2	0	1	2	3	4	2	2	3	3	0	3	3	1	1	3	3	3	2	2	1	1	1	0	2	1	4	4	3	2	2	3	0	3	5	8	5	13	12	4	5	3	3	4	2	0	2	1	2	3	1	1	2	1	3	0
Bacteria	Unassigned	Deinococcus-Thermus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Unassigned	Elusimicrobia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Unassigned	Fibrobacteres	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Unassigned	Firmicutes	0	0	2	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	3	1	1	0	0	0	1	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	2	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	2	1	2	0	1	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0
Bacteria	Unassigned	Gemmatimonadetes	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	2	0	4	0	0	0	0	0	2	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	3	1	2	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	1	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Bacteria	Unassigned	Ignavibacteriae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Unassigned	Kiritimatiellaeota	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0
Bacteria	Unassigned	Nitrospinae	0	1	1	2	0	1	1	0	0	0	1	0	1	1	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	2	0	0	2	1	3	2	0	0	3	1	4	1	0	0	0	0	2	0	0	0	0	0	1	0	0	1	3	1	0	0	0	0	1	1	0	0	1	0	1	1	1	1	4	0	1	1	0	0	3	1	0	3	0	2	0	0	1	1	0	0	0	1	1	0	2	0	1	0	0	0	0	1	1	2	2	2	2	3	0	0	0	2	0	0	0	2	1	2	0	0	0	2	0	1	0	1	0	0	0	1	0	0	0	1	0	0	1	1	0	1	1	1	1	1	1	1	0	0	1	2	0	1	3	0	0	1	3	1	0	3	0	1	2	0	0	1	0	1	2	0	2	0	0	1	0	0	2	1	0	1	0	0	0	1	0	0	2	2	3	0	0	1	0	1
Bacteria	Unassigned	Nitrospirae	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Unassigned	Planctomycetes	0	3	0	2	0	1	1	1	1	0	1	0	0	4	5	0	0	0	2	0	0	2	3	0	0	2	0	2	0	0	0	0	0	1	0	0	3	1	0	2	0	4	1	0	0	5	1	7	0	2	0	2	0	8	0	4	5	0	0	2	0	0	1	8	0	0	1	3	1	5	0	0	0	0	0	1	2	3	0	2	2	6	1	0	3	5	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	5	0	2	7	3	0	5	4	3	1	3	0	1	0	3	0	0	0	0	1	1	0	4	0	0	0	2	0	4	0	0	4	6	0	0	0	0	1	5	0	0	0	0	0	1	2	0	0	0	1	0	3	4	0	4	3	0	2	1	3	0	2	3	0	1	0	2	2	3	2	0	0	0	2	1	0	6	0	10	15	0	0	1	0	0	0	1	0	0	2	3	2	1	0	0	0	0
Bacteria	Unassigned	Proteobacteria	26	41	25	22	35	22	32	39	41	25	32	28	11	19	18	23	42	38	19	32	26	26	53	14	26	23	33	35	39	39	38	25	24	28	45	29	20	55	35	49	42	51	19	30	21	26	32	27	30	49	36	34	15	17	37	31	23	53	34	40	25	22	46	20	49	30	41	60	40	18	33	31	36	34	37	24	53	20	20	28	54	28	46	34	34	18	19	47	19	39	51	50	37	43	30	47	42	38	35	47	30	34	41	43	40	53	36	44	29	56	14	23	24	20	26	33	45	43	15	39	33	34	14	33	23	35	31	23	23	23	38	18	49	43	33	31	27	27	31	31	39	48	27	42	41	24	23	26	36	23	50	42	31	25	22	14	34	39	25	25	45	28	43	11	37	26	30	11	17	32	30	25	36	39	42	35	24	16	38	42	245	83	185	216	33	29	46	33	47	19	24	19	33	34	32	23	32	40	22	33	22
Bacteria	Unassigned	Spirochaetes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Unassigned	Unassigned	3	7	12	2	5	5	6	5	15	14	6	11	1	6	0	2	6	4	4	16	5	1	9	1	6	7	5	8	3	4	4	3	3	12	5	3	2	16	18	15	21	13	2	20	2	6	1	6	7	16	3	5	0	6	1	4	5	27	11	2	10	1	25	0	2	4	11	17	4	1	5	4	5	7	2	7	6	3	7	1	8	8	23	6	12	12	5	26	2	10	19	20	3	11	3	6	7	5	3	0	8	6	3	4	7	19	2	9	10	9	5	3	1	3	1	16	3	4	5	5	4	7	1	5	2	2	3	3	4	4	7	3	15	5	7	4	1	2	12	8	5	8	7	6	5	6	3	0	3	6	17	2	3	4	2	0	3	2	2	7	8	4	4	2	27	2	0	2	3	5	2	4	15	8	3	5	4	5	6	5	88	11	28	50	12	8	19	10	5	2	0	2	4	9	9	0	8	8	3	6	1
Bacteria	Unassigned	Verrucomicrobia	1	2	4	1	2	1	4	1	0	4	4	1	0	2	2	0	3	4	1	0	5	2	2	7	3	4	2	2	1	3	0	1	2	6	2	1	1	3	4	2	2	6	2	1	1	4	1	2	3	4	3	2	1	1	2	1	1	0	1	4	5	1	0	1	5	3	7	5	2	3	4	4	6	4	2	1	3	1	3	3	3	3	4	3	5	2	0	2	2	1	3	5	3	0	2	4	1	2	1	1	0	5	2	1	8	3	2	8	0	3	2	1	2	3	4	4	2	2	2	4	5	2	1	2	1	5	0	0	1	0	4	1	9	3	7	3	0	0	0	2	2	5	3	5	1	3	3	0	2	0	2	0	1	3	2	0	1	3	5	3	7	1	3	5	2	0	3	0	3	8	2	3	4	2	2	3	1	3	4	5	12	2	8	14	0	6	6	1	4	0	2	0	4	3	2	2	6	1	0	1	0
Eukaryota	Fungi	Ascomycota	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota	Fungi	Basidiomycota	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota	Fungi	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota	Metazoa	Annelida	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Eukaryota	Metazoa	Arthropoda	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	1	1	0	5	0	2	1	0	1	0	1	0	0	0	1	0	2	0	0	1	0	3	4	1	1	0	0	2	0	0	0	0	0	0	0	1	0	0	2	4	1	0	0	1	0	0	0	3	0	0	0	0	2	1	0	0	0	1	0	1	1	0	2	3	2	2	0	2	1	0	0	1	0	1	2	0	0	1	0	1	1	5	0	2	3	1	4	0	0	3	2	1	0	0	0	0	1	0	0	0	0	0	0	1	1	5	0	0	1	2	7	0	0	0	0	4	1	2	0	4	0	0	0	0	1	0	0	0	3	3	2	0	0	2	1	2	0	3	3	0	0	0	0	1	0	6	2	0	4	0	2	1	0	2	0	2	0	0	0	0	0	22	0	6	2	4	0	0	0	1	1	0	0	1	1	1	9	6	1	5	0	3
Eukaryota	Metazoa	Chordata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	2	0	0	0	2	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0
Eukaryota	Metazoa	Cnidaria	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Eukaryota	Metazoa	Mollusca	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota	Metazoa	Nematoda	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota	Metazoa	Platyhelminthes	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
