kingdom	phylum	ERR2098365	ERR2098366	ERR2098367	ERR2098368	ERR2098369	ERR2098370	ERR2098371	ERR2098372	ERR2098373	ERR2098374	ERR2098375	ERR2098376	ERR2098377	ERR2098378	ERR2098379	ERR2098380	ERR2098381	ERR2098382	ERR2098383	ERR2098384	ERR2098385	ERR2098386	ERR2098387	ERR2098388	ERR2098389	ERR2098390	ERR2098391	ERR2098392	ERR2098393	ERR2098394	ERR2098395	ERR2098396	ERR2098397	ERR2098398	ERR2098399	ERR2098400	ERR2098401	ERR2098402	ERR2098403	ERR2098404	ERR2098405	ERR2098406	ERR2098407	ERR2098408	ERR2098409	ERR2098410	ERR2098411	ERR2098412	ERR2098413	ERR2098414	ERR2098415	ERR2098416	ERR2098417	ERR2098418	ERR2098419	ERR2098420	ERR2098421	ERR2098422	ERR2098423	ERR2098424	ERR2098425	ERR2098426	ERR2098427	ERR2098428	ERR2098429	ERR2098430	ERR2098431	ERR2098432	ERR2098433	ERR2098434	ERR2098435	ERR2098436	ERR2098437	ERR2098438	ERR2098439	ERR2098440	ERR2098441	ERR2098442	ERR2098443	ERR2098444	ERR2098445	ERR2098446	ERR2098447	ERR2098448	ERR2098449	ERR2098450	ERR2098451	ERR2098452	ERR2098453	ERR2098454	ERR2098455	ERR2098456	ERR2098457	ERR2098458	ERR2098459	ERR2098460	ERR2098461	ERR2098462	ERR2098463	ERR2098464	ERR2098465	ERR2098466	ERR2098467	ERR2098468	ERR2098469	ERR2098470	ERR2098471	ERR2098472	ERR2098473	ERR2098474	ERR2098475	ERR2098476	ERR2098477	ERR2098478	ERR2098479	ERR2098480	ERR2098481	ERR2098482	ERR2098483	ERR2098484	ERR2098485	ERR2098486	ERR2098487	ERR2098488	ERR2098489	ERR2098490	ERR2098491	ERR2098492	ERR2098493	ERR2098494	ERR2098495	ERR2098496	ERR2098497	ERR2098498	ERR2098499	ERR2098500	ERR2098501	ERR2098502	ERR2098503	ERR2098504	ERR2098505	ERR2098506	ERR2098507	ERR2098508	ERR2098509	ERR2098510	ERR2098511	ERR2098512	ERR2098513	ERR2098514	ERR2098515	ERR2098516	ERR2098517	ERR2098518	ERR2098519	ERR2098520	ERR2098521	ERR2098522	ERR2098523	ERR2098524	ERR2098525	ERR2098526	ERR2098527	ERR2098528	ERR2098529	ERR2098530	ERR2098531	ERR2098532	ERR2098533	ERR2098534	ERR2098535	ERR2098536	ERR2098537	ERR2098538	ERR2098539	ERR2098540	ERR2098541	ERR2098542	ERR2098543	ERR2098544	ERR2098545	ERR2098546	ERR2098547	ERR2098548	ERR2098549	ERR2098550	ERR2098551	ERR2098552	ERR2098553	ERR2098554	ERR2098555	ERR2098556	ERR2098557	ERR2098558	ERR2098559	ERR2098560	ERR2098561	ERR2098562	ERR2098563	ERR2098564	ERR2098565	ERR2098566	ERR2098567	ERR2098568	ERR2098569	ERR2098570	ERR2098571	ERR2098572	ERR2098573	ERR2098574	ERR2098575	ERR2098576	ERR2098577	ERR2098578	ERR2098579	ERR2098580	ERR2098581	ERR2098582	ERR2098583	ERR2098584	ERR2098585	ERR2098586	ERR2098587	ERR2098588	ERR2098589	ERR2098590	ERR2098591	ERR2098592	ERR2098593	ERR2098594	ERR2098595	ERR2098596	ERR2098597	ERR2098598	ERR2098599	ERR2098600	ERR2098601	ERR2098602	ERR2098603	ERR2098604	ERR2098605	ERR2098606	ERR2098607	ERR2098608	ERR2098609	ERR2098610	ERR2098611	ERR2098612	ERR2098613	ERR2098614	ERR2098615	ERR2098616	ERR2098617	ERR2098618	ERR2098619	ERR2098620	ERR2098621	ERR2098622	ERR2196983	ERR2196984	ERR2196985	ERR2196986	ERR2196987	ERR2196988	ERR2196989	ERR2196990	ERR2196991	ERR2196992	ERR2196993	ERR2196994	ERR2196995
Bacteria	Candidatus_Daviesbacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	2	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	2	0	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Candidatus_Falkowbacteria	0	0	0	0	1	1	2	2	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	5	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	7	5	2	2	6	4	7	2	1	3	4	0	1	0	3	1	4	4	8	4	1	1	0	4	2	3	0	3	2	1	0	5	1	5	1	1	3	0	2	3	7	5	1	6	2	2	5	3	5	5	3	1	2	2	1	4	5	0	0	38	5	4	5	5	2	0	2	1	4	1	0	3	1	2	3	3	7	3	0	0	1	4	1	3	2	2	6	3	4	3	2	1	0	1	3	6	4	2	3	5	1	1	2	4	0	1	7	1	3	3	2	0	37	3	3	4	3	6	5	3	1	0	2	0	2	2	1	5	3	3	3	0	0	3	0	0	1	2	4	2	0	0	0	1	4	1	2	2	2	3	1	0	2	3	5	5	3	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Bacteria	Candidatus_Fervidibacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Candidatus_Giovannonibacteria	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Bacteria	Candidatus_Gracilibacteria	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	6	2	5	1	2	2	1	0	1	10	1	0	3	0	1	0	0	5	3	5	1	0	1	0	0	0	0	1	5	4	1	3	0	1	2	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Bacteria	Candidatus_Hydrogenedentes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Candidatus_Jorgensenbacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Candidatus_Kuenenbacteria	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	2	0	2	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4	2	1	3	2	4	0	2	0	0	1	1	4	1	2	0	3	5	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	2	0	1	2	0	0	3	0	1	0	0	0	0	1	1	1	1	1	0	4	2	0	0	2	1	0	0	0	3	1	0	1	1	2	1	0	2	1	2	1	2	1	2	0	2	0	0	1	0	0	0	0	2	2	3	2	2	1	2	2	2	0	0	0	0	2	0	1	3	2	0	0	0	8	2	0	2	3	1	0	0	1	1	0	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	3	0	0	0	0	1	1	0	0	0	1	0	1	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Bacteria	Candidatus_Latescibacteria	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	1	1	1	0	2	0	1	1	0	0	1	1	0	0	0	1	5	2	2	2	0	2	0	1	4	1	1	0	0	1	0	0	1	0	0	0	0	1	2	2	0	2	0	2	0	2	0	1	3	0	3	7	0	2	1	5	0	1	4	0	0	1	1	0	2	2	1	1	1	3	0	1	0	4	3	3	5	0	0	2	0	4	4	0	2	3	1	2	2	0	2	4	0	3	2	0	1	1	0	1	2	0	0	0	9	15	1	0	10	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	4	154
Bacteria	Candidatus_Levybacteria	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	1	5	4	1	2	0	7	1	0	3	1	0	7	3	3	3	6	1	7	10	5	1	1	0	2	1	4	3	1	1	0	2	0	1	4	2	3	2	4	3	1	9	3	6	2	2	6	4	2	5	3	2	4	3	0	2	0	3	1	1	6	2	3	6	6	1	2	1	3	1	4	1	2	4	1	3	7	4	0	2	5	4	1	3	1	0	2	2	1	0	3	3	1	2	1	3	4	2	3	3	1	1	1	3	0	1	1	6	2	0	3	1	1	0	4	1	5	0	4	2	1	0	1	1	0	0	0	0	3	3	1	0	2	0	1	0	0	2	0	1	0	0	1	2	1	2	3	5	2	1	2	0	0	5	2	0	1	0	1	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	1	0	0	0	0
Bacteria	Candidatus_Magasanikbacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	14	14	11	6	17	9	18	6	2	3	5	0	2	8	3	11	4	4	4	0	0	2	0	10	4	5	3	2	0	1	0	8	0	0	7	7	5	5	2	8	1	4	2	6	1	3	1	12	3	2	0	0	3	2	1	1	1	1	2	0	8	7	6	1	7	4	2	3	2	5	6	1	6	3	1	5	2	0	3	4	4	4	5	3	2	3	2	6	0	7	4	9	3	2	0	5	3	7	2	2	1	3	5	3	0	1	9	2	3	2	0	1	0	7	10	7	5	10	6	5	0	2	5	1	1	3	1	2	5	0	0	0	0	2	2	3	1	3	3	0	0	0	1	2	4	1	6	4	2	3	1	0	0	3	3	1	2	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	0	0	0	0
Bacteria	Candidatus_Marinimicrobia	56	80	44	90	47	93	62	81	65	53	26	26	167	5	76	59	50	5	0	0	17	5	0	156	84	76	40	13	14	5	4	3	16	162	109	68	108	16	12	16	31	0	3	21	48	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	2	0	0	1	15972	1241	15273	1139	865	1676	650	14750	12207	271	5136	584	7209	1374	341	7682	7106	1131	1417	2324	124	413	574	20	1700	1134	13265	459	406	519	870	61	506	101	235	196	13263	2563	802	9854	451	2615	796	3393	6072	312	1669	4395	4272	610	668	47	15	3257	4553	587	948	1362	52	18	58	10775	768	12099	859	914	962	8581	5306	547	10784	845	988	6202	9440	204	1827	921	982	165	227	1314	11213	12313	382	3090	2769	264	147	58	463	1489	9505	1159	1426	2982	1857	477	3803	64	459	522	3669	590	714	8	9	577	6598	1299	399	466	3	0	796	763	12756	871	1180	947	10795	253	458	1546	550	736	543	9840	154	208	143	132	9	34	15182	455	736	279	2486	312	41	109	22	101	6780	12349	5253	5081	427	2220	2999	3314	5	354	3549	466	494	62	16	13	87	1155	155	100	54	8	2	17	162	48	0	0	0	868	4482	2873	1	1	1	0
Bacteria	Candidatus_Microgenomates	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	2	2	1	0	2	0	1	0	0	1	0	0	0	1	0	0	1	1	1	1	0	1	0	1	0	0	1	0	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	2	1	1	0	1	4	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0	0	0	1	0	0	1	1	0	0	1	0	1	0	0	0	2	1	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Candidatus_Moranbacteria	0	0	0	0	1	0	2	1	1	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	2	2	2	0	2	1	3	0	0	4	1	0	3	0	3	0	1	0	0	3	2	0	1	4	2	0	2	0	3	1	0	2	2	0	0	1	3	0	0	0	1	4	0	2	0	0	2	2	0	2	0	0	2	2	2	5	1	6	0	0	0	0	1	5	4	2	2	0	0	0	0	0	0	0	2	1	2	5	1	3	0	2	0	0	1	1	1	2	1	1	1	1	0	2	2	1	1	1	1	1	0	1	1	1	0	0	2	1	2	2	1	0	0	1	4	3	2	1	1	6	0	0	3	0	3	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0
Bacteria	Candidatus_Nomurabacteria	0	0	0	0	0	1	3	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	8	2	3	1	4	0	3	3	0	1	1	1	1	0	2	2	0	0	1	6	2	0	0	0	0	5	0	0	1	0	0	0	0	4	1	2	7	0	1	3	0	0	2	1	1	0	6	2	1	3	0	0	0	0	0	1	1	0	0	0	4	1	2	6	0	1	0	2	0	0	0	1	1	1	4	0	1	1	1	0	0	0	1	0	1	0	0	0	0	0	1	1	1	0	1	0	1	1	3	1	2	6	3	5	0	1	0	0	1	1	0	0	0	3	1	4	4	3	0	3	0	0	1	0	1	0	0	0	1	2	0	0	0	1	2	2	0	1	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	2	2	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Candidatus_Omnitrophica	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	34	21	25	32	17	31	20	51	24	15	30	24	9	27	8	31	38	29	31	19	11	16	7	2	30	21	17	24	15	25	10	4	17	6	9	15	18	30	24	22	10	9	28	5	18	10	19	20	26	17	10	6	2	6	14	5	12	4	4	1	1	28	27	26	25	9	21	16	25	28	27	17	38	33	15	31	6	8	38	14	20	26	38	21	14	9	15	27	23	18	17	24	16	35	27	11	8	17	15	22	27	29	23	10	16	0	1	6	12	6	12	17	0	0	18	13	19	17	5	24	6	5	13	9	2	25	18	14	21	10	6	2	2	1	17	5	11	12	3	9	3	2	0	1	12	11	8	9	6	2	7	10	2	0	9	10	4	6	1	2	1	0	0	0	1	0	0	0	2	1	0	0	0	3	10	17	0	0	28	0
Bacteria	Candidatus_Pacebacteria	1	0	0	2	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	3	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	5	3	4	13	0	7	1	1	4	1	1	3	0	1	2	4	2	5	2	3	1	3	1	1	4	1	3	2	2	0	3	1	2	1	1	3	0	1	5	2	4	1	3	3	1	0	0	4	2	2	0	3	3	0	2	4	0	1	2	2	2	5	4	8	1	3	3	0	0	1	1	4	3	1	2	4	1	2	1	2	3	3	1	0	1	1	6	1	2	3	0	2	2	1	0	5	1	1	3	7	0	4	1	0	0	0	3	3	1	1	0	0	3	2	3	4	1	0	1	1	0	1	0	0	1	2	0	3	5	1	0	0	0	1	2	0	0	1	0	0	0	1	1	3	3	2	0	0	0	2	0	1	2	2	2	5	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0
Bacteria	Candidatus_Parcubacteria	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Bacteria	Candidatus_Peregrinibacteria	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	28	28	30	29	23	28	27	12	11	25	5	28	70	14	5	9	2	0	0	1	24	19	23	13	3	8	2	0	3	2	37	43	25	34	19	14	8	11	0	0	21	10	9	7	22	13	28	12	4	16	10	14	11	1	8	18	1	10	3	10	6	4	50	30	65	8	5	1	8	8	6	20	20	13	6	0	2	1	2	2	10	10	5	25	24	17	45	9	31	10	5	7	11	41	24	0	6	9	6	2	2	4	5	0	0	15	9	24	8	9	22	11	8	10	8	7	4	8	5	69	37	48	18	6	0	10	7	10	12	12	11	8	4	6	12	9	11	8	23	8	13	30	26	15	8	5	9	34	35	1	0	16	13	8	8	14	0	0	11	12	22	13	7	5	7	4	5	3	0	2	4	5	34	22	20	0	0	0	4	4	1	9	8	5	1	0	0	0	5	13	5	7	16	4	12	12	1	0	2	2	12	7	1	0	1	2	1	0	0	0	0	0	1	1	0	21	6	7	1	6	0	0	0	0
Bacteria	Candidatus_Poribacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Candidatus_Roizmanbacteria	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	1	3	1	2	0	2	2	0	2	2	0	0	1	2	1	2	3	0	2	1	1	1	1	5	2	1	1	0	1	0	0	1	0	4	2	1	1	5	4	2	7	0	2	2	0	3	2	6	2	0	1	0	2	1	3	1	0	1	3	1	1	1	0	1	4	4	0	3	0	0	1	0	0	0	2	1	1	0	2	2	4	3	1	0	1	0	3	0	3	1	1	2	1	0	1	2	1	0	0	3	3	0	1	0	1	0	3	0	1	4	0	0	0	0	2	1	1	3	0	0	0	0	1	1	2	3	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	1	0	0	1	0	0	0	0	1	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
