kingdom	phylum	ERR2098365	ERR2098366	ERR2098367	ERR2098368	ERR2098369	ERR2098370	ERR2098371	ERR2098372	ERR2098373	ERR2098374	ERR2098375	ERR2098376	ERR2098377	ERR2098378	ERR2098379	ERR2098380	ERR2098381	ERR2098382	ERR2098383	ERR2098384	ERR2098385	ERR2098386	ERR2098387	ERR2098388	ERR2098389	ERR2098390	ERR2098391	ERR2098392	ERR2098393	ERR2098394	ERR2098395	ERR2098396	ERR2098397	ERR2098398	ERR2098399	ERR2098400	ERR2098401	ERR2098402	ERR2098403	ERR2098404	ERR2098405	ERR2098406	ERR2098407	ERR2098408	ERR2098409	ERR2098410	ERR2098411	ERR2098412	ERR2098413	ERR2098414	ERR2098415	ERR2098416	ERR2098417	ERR2098418	ERR2098419	ERR2098420	ERR2098421	ERR2098422	ERR2098423	ERR2098424	ERR2098425	ERR2098426	ERR2098427	ERR2098428	ERR2098429	ERR2098430	ERR2098431	ERR2098432	ERR2098433	ERR2098434	ERR2098435	ERR2098436	ERR2098437	ERR2098438	ERR2098439	ERR2098440	ERR2098441	ERR2098442	ERR2098443	ERR2098444	ERR2098445	ERR2098446	ERR2098447	ERR2098448	ERR2098449	ERR2098450	ERR2098451	ERR2098452	ERR2098453	ERR2098454	ERR2098455	ERR2098456	ERR2098457	ERR2098458	ERR2098459	ERR2098460	ERR2098461	ERR2098462	ERR2098463	ERR2098464	ERR2098465	ERR2098466	ERR2098467	ERR2098468	ERR2098469	ERR2098470	ERR2098471	ERR2098472	ERR2098473	ERR2098474	ERR2098475	ERR2098476	ERR2098477	ERR2098478	ERR2098479	ERR2098480	ERR2098481	ERR2098482	ERR2098483	ERR2098484	ERR2098485	ERR2098486	ERR2098487	ERR2098488	ERR2098489	ERR2098490	ERR2098491	ERR2098492	ERR2098493	ERR2098494	ERR2098495	ERR2098496	ERR2098497	ERR2098498	ERR2098499	ERR2098500	ERR2098501	ERR2098502	ERR2098503	ERR2098504	ERR2098505	ERR2098506	ERR2098507	ERR2098508	ERR2098509	ERR2098510	ERR2098511	ERR2098512	ERR2098513	ERR2098514	ERR2098515	ERR2098516	ERR2098517	ERR2098518	ERR2098519	ERR2098520	ERR2098521	ERR2098522	ERR2098523	ERR2098524	ERR2098525	ERR2098526	ERR2098527	ERR2098528	ERR2098529	ERR2098530	ERR2098531	ERR2098532	ERR2098533	ERR2098534	ERR2098535	ERR2098536	ERR2098537	ERR2098538	ERR2098539	ERR2098540	ERR2098541	ERR2098542	ERR2098543	ERR2098544	ERR2098545	ERR2098546	ERR2098547	ERR2098548	ERR2098549	ERR2098550	ERR2098551	ERR2098552	ERR2098553	ERR2098554	ERR2098555	ERR2098556	ERR2098557	ERR2098558	ERR2098559	ERR2098560	ERR2098561	ERR2098562	ERR2098563	ERR2098564	ERR2098565	ERR2098566	ERR2098567	ERR2098568	ERR2098569	ERR2098570	ERR2098571	ERR2098572	ERR2098573	ERR2098574	ERR2098575	ERR2098576	ERR2098577	ERR2098578	ERR2098579	ERR2098580	ERR2098581	ERR2098582	ERR2098583	ERR2098584	ERR2098585	ERR2098586	ERR2098587	ERR2098588	ERR2098589	ERR2098590	ERR2098591	ERR2098592	ERR2098593	ERR2098594	ERR2098595	ERR2098596	ERR2098597	ERR2098598	ERR2098599	ERR2098600	ERR2098601	ERR2098602	ERR2098603	ERR2098604	ERR2098605	ERR2098606	ERR2098607	ERR2098608	ERR2098609	ERR2098610	ERR2098611	ERR2098612	ERR2098613	ERR2098614	ERR2098615	ERR2098616	ERR2098617	ERR2098618	ERR2098619	ERR2098620	ERR2098621	ERR2098622	ERR2196983	ERR2196984	ERR2196985	ERR2196986	ERR2196987	ERR2196988	ERR2196989	ERR2196990	ERR2196991	ERR2196992	ERR2196993	ERR2196994	ERR2196995
Bacteria	candidate_division_NC10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	3	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Bacteria	candidate_division_WWE3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	candidate_division_Zixibacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota	Acanthocephala	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	5	6	0	5	3	8	9	0	23	3	2	6	2	5	10	24	19	8	5	2	0	2	0	3	24	17	14	14	2	0	2	1	12	7	7	7	10	5	0	0	11	4	1	2	3	3	0	0	0	0	0	0	0	0	0	1	8	0	1	1	2	3	4	2	5	3	0	0	2	6	1	0	3	1	2	1	3	5	2	0	1	0	1	2	2	0	1	3	6	0	1	6	4	0	1	4	3	1	4	3	5	14	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	3	5	3	2	1	3	5	3	5	3	1	1	9	10	8	3	1	6	1	2	2	1	2	5	3	1	4	1	0	1	3	2	5	2	6	6	2	2	2	0	11	3	0	0	4	1	0	3	4	8	11	0	0	0	1	0	0	0	0	0	0	0	0	0
Eukaryota	Annelida	0	17	2	11	5	1	14	7	48	39	29	11	6	94	2	6	1	8	30	11	79	80	117	1	4	2	31	18	10	389	874	177	242	2	2	2	2	29	31	25	22	284	101	11	8	159	98	197	32	40	771	44	1093	618	1357	681	63	1545	20	193	143	808	2664	1396	1348	1518	2036	73	103	50	3720	2305	1281	6939	16111	4037	4196	147	187	636	268	3196	10888	7918	3645	5605	3674	1150	669	17305	6745	249	134	104	642	47	123	404	688	637	653	1209	534	36	94	4644	68	129	166	419	1742	1036	1280	2062	3726	57	63	36	560	644	247	7073	13618	23849	1357	3130	6451	76	61	59	427	738	702	1606	700	1187	10326	4380	259	214	4218	2984	17	15	5733	1359	5362	10045	6418	12223	328	369	1	1	1	12	1	5	15	30	5	2	95	2	3	1	3	20	15	23	40	62	2	3	3	9	14	7	150	441	59	116	1	0	2	9	8	10	10	13	162	62	6	3	49	30	1	0	90	21	183	134	198	1	0	716	444	362	2177	298	2566	2223	5050	2250	330	5941	323	504	604	2077	6532	4050	2024	2934	5277	246	235	131	1801	2501	1015	10617	28433	3170	9512	185	150	250	1410	2846	2319	3440	3866	12303	5082	1178	784	16940	13419	18	30	5659	1424	9385	8121	13189	587	332	404	7	42	2148	124	1328	4717	17	735	0	0	41	8
Eukaryota	Apicomplexa	6	14	6	4	9	8	4	4	4	8	11	14	4	6	0	0	15	30	15	22	10	14	15	4	3	4	31	12	9	6	21	2	6	0	6	5	7	28	30	11	23	10	4	2	5	37	38	57	90	39	51	48	151	113	288	302	146	373	25	52	220	443	288	348	408	264	134	77	57	46	318	284	239	306	325	323	260	38	89	64	60	337	595	894	321	240	248	81	62	955	299	260	323	213	239	109	318	110	260	184	179	511	261	89	305	283	152	114	431	921	1070	1315	208	177	176	152	65	55	328	425	329	164	78	228	50	204	205	94	92	59	257	464	372	1080	247	692	332	218	140	100	730	656	9	5	251	199	61	231	192	266	3437	1821	3	3	2	2	1	2	2	3	5	2	8	1	0	5	12	9	9	3	6	7	1	3	0	7	0	3	9	5	7	8	0	2	0	2	4	2	11	11	4	2	3	2	2	8	0	0	7	5	6	6	3	15	5	866	1310	852	920	795	845	629	2085	1097	866	345	712	479	1590	4262	4987	5696	338	267	236	588	372	285	1074	1671	1339	277	254	227	295	243	221	207	835	1784	1149	2383	1837	384	252	613	410	3050	3249	11	12	298	232	201	232	327	5122	1564	11	0	24	55	43	92	93	16	169	2	0	551	107
Eukaryota	Arthropoda	1007	663	801	1015	762	1082	1013	1442	3914	3713	6814	14317	607	70489	289	448	561	263	834	692	44106	70764	101577	277	325	231	354	401	818	87233	81004	47813	48854	362	431	385	284	992	1329	598	807	59586	50438	342	284	1784	1036	67805	66195	60543	18953	52565	261745	128492	362458	714760	20272	1320621	6831	34338	47692	28858	137733	56677	964499	804345	961530	5267	6543	5666	55110	40371	97037	1285450	1186043	1084897	713038	15345	30863	22785	11907	136859	331091	349124	100343	820150	1025879	22513	11670	335495	122452	32800	23922	24997	23099	20856	40530	65400	130366	88163	79532	152055	166726	5482	12231	1053341	8070	15720	19426	18099	51568	38558	671370	1032928	1378675	8279	6137	7045	11392	14915	19429	1054801	518740	991232	676568	1222678	560585	9635	10861	8203	21754	28073	30802	53702	18774	38828	1220532	975961	12233	8364	55123	28313	1929	1631	1131969	656235	628894	1131743	728212	1292417	239812	109552	3532	3650	4016	3668	3002	3757	3659	7760	4935	4321	21902	4558	5972	3791	7093	10526	10446	34465	37314	20550	4912	4419	4549	5369	5632	7896	40067	30239	27880	42210	4021	3483	6046	7454	6121	5019	7446	8153	23124	24137	5464	4900	7169	6018	92	104	18934	31926	33307	39005	29756	1433	351	69502	60414	73975	62147	92279	349267	274486	611320	630708	20334	1327358	9584	31070	58756	44416	137372	105328	977010	1199353	2021799	10574	8288	7127	12890	38460	41805	1292001	1149122	1401119	771860	12655	15645	14771	47733	75455	72255	101938	72950	1161115	1042546	25562	10536	197375	91074	1641	1513	1017356	617250	1034288	709059	1453685	342151	85325	135143	460	1615	687064	8984	41597	708757	2425	24138	81	120	144528	1688
Eukaryota	Ascomycota	24	11	28	16	16	15	8	10	24	16	35	22	14	56	10	3	20	112	36	72	58	120	90	7	10	2	80	29	47	145	115	39	64	14	12	7	6	66	68	34	63	77	58	7	3	129	87	45	45	51	47	43	61	32	125	88	9	142	22	52	22	247	154	126	210	182	566	24	8	23	350	239	2190	270	250	171	171	309	556	208	82	336	330	838	327	116	102	41	50	413	174	378	528	316	433	143	364	222	448	469	390	661	813	90	244	4231	80	110	335	693	674	1075	2252	1915	4635	161	82	108	260	376	838	2355	1936	3274	843	1910	2123	370	307	129	275	510	362	1139	249	574	4869	3298	150	127	788	567	75	93	3853	1619	1342	2933	1308	6506	1650	994	8	14	10	7	4	6	6	22	22	12	52	14	2	21	17	17	31	50	56	78	4	8	3	4	9	16	42	61	39	53	7	15	5	10	4	9	8	11	62	40	8	2	13	18	1	0	52	38	38	49	59	22	1	1088	1670	951	1512	846	1609	1319	3788	2918	523	4326	223	396	1005	2602	2600	3456	3056	3754	4508	291	267	295	713	1147	2877	4232	3634	3272	2828	997	580	332	746	1675	904	2010	1568	6217	3554	453	415	2729	2317	148	150	4343	1563	2445	2316	5651	2330	823	101	6	27	98	138	279	1241	88	419	4	13	51	223
Eukaryota	Aurearenophyceae	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	1	1	0	1	0	0	0	0	1	2	1	0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	1	0	2	3	0	0	1	2	1	0	0	1	2	1	0	0	1	1	0	0	0	1	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	3	1	1	0	1	1	0	1	1	2	2	4	7	6	0	0	0	1	0	1	0	4	2	1	0	1	1	0	1	0	4	2	3	9	8	3	0	0	1	10	8	0	0	0	0	1	0	2	1	5	0	0	0	0	0	0	0	0	0	0	0	1	0
Eukaryota	Bacillariophyta	347	310	232	323	414	243	216	287	403	346	420	363	147	1091	91	74	312	904	584	795	2299	1999	523	69	90	35	702	567	793	1956	1655	1031	2471	81	53	74	53	735	964	558	676	624	439	51	60	1187	966	26980	44188	16956	28034	26935	30400	29530	37256	30437	6095	54167	4322	7785	29248	120005	94023	93255	120688	55565	16076	3603	4322	2352	127384	86316	96215	53043	81562	41455	81815	4382	9372	6747	5925	95434	238996	265976	89153	30084	20314	3476	3733	170460	87643	12420	18983	8226	11827	5392	10890	6703	14206	12018	6669	12915	9271	2021	4395	73500	2444	2829	10220	44549	41337	58639	49392	55960	35052	1832	1650	1371	19048	19953	21678	46899	41806	87831	24200	50945	53568	2011	2434	1705	12136	23723	21725	49591	16813	33484	58193	28591	1811	1660	38507	34108	308	286	81540	57426	30950	64141	54849	50530	230978	458926	2898	4786	2388	2895	1900	2850	3057	4666	3077	1823	107372	1142	1305	2940	17696	14131	22795	62634	76767	59417	764	893	576	5456	7158	8402	64579	79783	53903	70969	668	674	885	4109	8447	6699	10739	8322	60187	28330	851	663	12947	10431	119	115	94128	54884	51640	59391	61582	2723	605	27929	47216	22110	31720	21116	28202	28493	35475	25089	7654	27676	5277	6062	25663	124378	107257	137100	35857	27235	14169	3834	4044	3070	37440	49716	52776	24740	33015	13416	36086	3509	4003	4162	23909	57061	41110	68077	62608	24595	15532	4539	4123	108180	109984	194	204	22527	27950	17974	28536	21830	332305	353053	2944	107	1439	24563	3272	38811	31523	600	19574	29	38	127803	153666
Eukaryota	Basidiomycota	27	9	11	7	9	7	5	6	9	7	18	8	10	20	2	1	8	18	14	14	13	13	5	5	9	2	19	17	17	14	16	4	14	7	3	1	1	8	15	11	14	18	8	3	9	35	12	74	64	128	29	53	88	45	77	44	79	25	40	60	59	108	158	105	38	23	19	41	19	52	193	98	97	32	37	15	46	27	24	47	44	155	205	491	175	28	27	83	59	246	148	177	197	160	138	54	149	58	152	137	73	191	145	48	129	241	90	93	209	259	403	361	142	163	248	85	55	75	132	153	123	169	66	158	30	110	164	143	87	65	191	197	141	464	112	336	238	207	118	79	342	361	72	86	251	170	55	143	176	286	6351	3584	0	4	3	3	1	3	1	3	2	1	9	2	0	2	2	2	5	4	3	9	2	2	2	0	3	2	5	1	0	3	1	0	2	3	3	1	1	1	5	4	2	2	4	0	1	2	5	1	6	1	3	67	7	285	433	383	342	279	285	262	588	348	311	207	215	169	555	731	1043	950	144	123	150	165	95	121	240	464	301	158	159	143	130	206	87	107	245	467	321	693	746	179	123	254	204	1080	1137	111	151	197	97	105	114	174	9057	2707	5	2	2	8	38	83	92	23	93	63	183	1430	289
Eukaryota	Blastocladiomycota	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	6	2	3	3	4	9	2	22	0	4	0	2	7	4	27	19	12	0	0	0	0	3	3	28	30	23	13	0	0	0	0	1	3	4	5	17	12	5	1	6	1	0	1	2	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1	0	1	1	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	1	1	1	2	0	1	2	7	5	0	0	1	2	0	0	2	0	2	1	0	0	0	0	0	0	0	3	1	3	3	0	1	0	0	3	6	0	0	3	0	1	1	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Eukaryota	Bolidophyceae	8	4	9	4	1	3	2	2	2	5	2	2	5	8	11	0	3	4	6	11	5	13	1	5	2	4	6	3	5	4	4	1	4	2	1	4	1	9	4	5	6	1	1	7	7	8	6	114	191	92	100	144	99	61	195	114	317	11	245	498	413	263	269	159	54	31	5	376	175	183	485	489	328	23	22	14	38	150	195	246	214	520	895	1573	662	16	38	273	353	831	489	103	139	55	65	47	96	35	59	63	43	110	55	90	194	14	134	98	211	164	271	114	35	14	7	144	83	109	71	95	83	22	7	20	4	18	23	73	62	36	92	138	99	296	121	241	15	14	120	84	151	176	3	1	10	22	5	12	37	15	39	63	2	1	0	1	1	2	1	1	2	3	0	1	2	4	1	1	2	0	0	0	3	1	3	1	0	0	1	0	1	2	0	1	1	3	2	1	7	3	0	0	2	5	1	2	0	0	0	0	1	2	0	1	0	335	479	264	264	290	205	173	397	206	759	26	424	387	807	726	1114	461	47	27	16	548	307	430	192	461	290	35	18	17	55	203	161	179	377	531	267	745	688	22	15	483	455	531	617	3	2	13	26	33	39	20	55	52	1	1	1	9	223	227	3	22	60	0	0	2	4
Eukaryota	Brachiopoda	0	0	0	0	0	0	0	0	1	0	0	2	0	10	0	0	0	2	0	0	0	1	0	1	0	0	1	0	0	7	0	1	9	0	1	0	0	0	0	1	2	3	1	1	0	5	2	2	0	1	1	2	2	3	4	3	0	8	2	11	1	2	5	1	114	12	12	1	1	0	17	0	3	53	19	10	203	2	1	1	1	58	9	10	20	77	11	137	15	899	22	4	6	4	5	7	7	1	10	4	37	101	3	2	7	102	5	13	1	13	17	18	7	8	48	5	0	2	3	7	4	55	23	82	6	17	174	7	2	3	7	12	4	9	5	15	243	59	12	6	71	5	1	1	134	10	43	98	151	274	3	8	2	1	2	2	3	3	4	4	4	3	5	4	1	1	1	0	2	4	1	1	2	3	0	0	0	1	7	2	0	5	3	3	2	7	3	0	1	1	1	10	6	1	1	2	1	0	5	6	8	10	7	0	1	2	3	4	10	3	10	12	260	10	6	140	9	32	5	31	90	55	10	19	54	2	0	2	5	14	11	78	77	16	212	4	2	3	8	31	11	16	31	248	81	38	3	288	69	1	2	125	14	69	220	333	6	3	2	0	0	9	2	13	11	1	2	0	0	0	0
Eukaryota	Bryozoa	0	0	0	0	0	1	0	0	0	0	1	0	0	42	1	0	2	0	5	0	0	2	1	0	0	0	0	0	1	12	38	0	12	0	0	0	0	0	0	0	0	20	13	0	0	4	0	3	5	2	25	1	3	40	9	5	25	6188	5	392	5	8	3703	257	39	3	68	0	1	9	9	12	437	955	3129	20	786	16	59	56	16	483	2311	428	123	1356	1309	168	36	1710	448	22	34	17	19	3	27	5	46	30	6	54	52	3	9	3004	9	25	20	15	620	59	134	253	314	8	5	2	7	14	60	612	872	1718	31	295	329	13	8	4	40	39	97	47	5	41	1416	1413	20	8	106	73	4	5	3370	124	319	776	295	1834	120	82	0	0	0	0	0	0	0	0	0	0	92	0	1	0	0	8	1	2	6	3	0	0	0	0	0	2	7	37	2	7	0	0	0	2	0	3	1	0	33	38	0	0	3	2	0	0	76	2	20	7	45	1	0	54	109	38	42	46	102	104	247	151	29	3545	14	93	33	65	2261	192	168	274	371	17	12	10	24	29	171	790	1910	266	485	9	16	14	166	156	320	108	76	1624	1659	51	27	507	304	3	5	3581	100	713	413	1996	171	65	6	1	5	215	12	127	206	0	31	0	0	11	0
Eukaryota	Chaetognatha	0	0	6	3	0	1	8	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	2	0	0	8	23	0	1	0	1	0	0	0	1	0	0	3	6	0	0	2	2	31	3	0	38	61	2	3	1	0	0	1	1	1	0	0	1	0	0	1	2	18	0	1	31	1	18	8	41	1	2	1	3	3	0	3	11	0	1	7	0	1	0	20	12	56	9	14	50	39	106	13	19	5	1	15	5	0	3	15	3	2	3	7	16	7	12	19	35	12	1	0	16	3	18	52	120	201	4	24	22	4	5	3	5	3	10	5	4	24	125	36	4	1	35	18	1	4	11	6	58	104	32	139	8	15	2	0	0	6	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	0	0	0	0	0	1	13	0	2	0	0	1	0	0	0	0	0	3	1	0	0	4	1	0	0	0	0	2	8	8	0	0	145	35	31	167	184	28	20	6	8	3	7	5	3	6	17	21	13	10	16	57	27	0	1	29	10	33	74	221	2	25	2	13	7	14	24	18	10	18	134	32	13	2	98	54	1	4	1	3	74	47	129	5	10	6	0	2	7	0	3	44	2	7	0	0	1	0
Eukaryota	Chlorophyta	243	229	203	199	275	184	106	187	229	189	291	241	407	543	221	178	304	424	328	319	347	784	586	224	160	116	287	270	263	818	409	219	404	91	97	117	73	259	297	185	248	261	219	96	135	563	557	2184	3174	1732	1696	2232	2463	1795	8610	5592	6120	841	2605	6395	8820	21078	10193	6873	2387	1208	421	3741	2252	1449	18370	13337	12307	1074	1143	868	1878	1491	2637	2824	1877	13019	28063	40664	13508	595	702	3522	3886	36548	18303	9105	12879	6855	7055	5691	10035	4844	8827	5847	8236	13815	7973	7184	12782	18134	7971	7917	16646	28633	27298	28470	4678	2436	5555	6050	3457	2586	8315	11161	8501	3193	2129	4263	1219	2567	3392	2541	2749	2181	6328	12870	10108	26743	10422	18022	3991	3516	3770	2987	24521	22050	91	81	19265	5511	2148	4326	3007	3375	506	829	1391	2094	1367	1443	1317	1346	1200	2564	1468	1719	32102	815	808	2113	6672	5026	5563	5135	2621	10032	1388	983	641	2112	2890	2797	3722	3517	1902	2874	594	636	748	1723	3220	2452	4541	3391	4191	3621	1024	795	6602	5352	33	29	27948	4350	2775	2386	3513	9	2	23763	39073	20573	20300	21371	20085	15728	52053	26832	42857	4094	28374	28746	55209	102226	90286	92384	4307	2055	1893	18954	12951	8285	17586	33170	22939	2470	1984	1554	3735	6015	5649	7492	16494	35803	22419	41921	41484	2104	1950	12293	9254	78545	79375	86	76	3800	3482	1746	2601	1801	1042	746	314	128	492	531	1924	7460	2601	1653	11524	8	9	17	16
Eukaryota	Chordata	23	11	21	21	9	59	14	14	22	12	148	104	27	54	30	10	13	33	41	68	85	144	55	5	8	5	33	93	54	287	285	172	218	10	8	26	15	45	86	29	69	156	171	31	25	241	187	1038	879	2336	678	655	519	592	9707	6523	1198	1405	1674	2823	1168	3477	5836	7810	2291	1988	339	750	1352	265	4611	11570	3624	4943	5522	3655	3047	616	945	1598	2232	4750	11928	8690	7162	3330	4789	2342	2109	26729	10435	355	383	617	221	117	233	102	221	300	2076	3667	2522	165	332	1163	459	366	274	948	2237	3123	1012	1380	553	162	264	60	386	1782	359	3594	2103	4029	1759	3250	1341	108	103	166	603	758	709	761	751	1345	4575	6379	490	366	4404	2600	32	20	1120	1052	2595	4866	1329	4926	635	548	3	6	12	4	5	4	5	67	44	10	25	11	10	5	19	31	41	31	48	20	7	6	2	7	22	14	56	51	51	28	2	3	4	12	13	10	7	18	91	83	12	12	77	58	0	0	22	27	65	39	117	12	1	1048	1164	2169	702	533	506	788	15884	10018	1369	1428	1762	1627	955	4044	8127	11986	1437	2074	734	567	1210	184	1190	6863	1524	5069	4581	3874	2139	314	321	648	2139	2551	2095	1714	4194	5185	7301	1800	1256	17928	11195	49	37	1201	1090	4340	1530	5577	953	414	864	25	135	1860	696	2616	2116	75	823	18	6	82	24
Eukaryota	Chromerida	2	1	0	1	1	0	0	0	0	2	4	5	3	1	0	1	4	8	0	9	0	1	0	1	1	0	4	2	4	0	0	1	0	0	0	2	0	1	0	3	1	0	0	1	3	5	11	0	4	0	5	0	0	1	1	0	3	4	3	2	3	7	4	1	3	1	0	1	1	0	3	6	0	5	1	0	1	2	1	0	1	3	11	16	5	1	0	2	1	8	4	0	0	3	1	1	5	0	4	0	2	3	0	0	1	1	0	1	5	8	4	3	0	0	0	2	0	1	2	3	1	0	0	2	2	1	0	1	1	0	2	4	4	7	1	4	1	0	1	0	5	10	0	1	2	3	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	2	5	3	2	3	1	2	8	5	4	2	1	2	9	20	25	21	4	2	3	2	1	0	11	15	7	2	0	2	1	1	1	2	4	12	7	17	16	1	2	2	2	17	27	1	0	1	2	0	1	3	4	5	0	2	3	0	0	0	2	0	0	0	0	0	4
